name,closed,review,rating,categories,phone,distance,latitude,longitude,address,station_name
Greens Vegetarian Restaurant,False,121,4.0,Vegan,+14166033337,714.4131121455501,43.65206,-79.40267,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Hungary-Thai,False,116,3.0,Thai,+14165956405,520.649796893287,43.65429,-79.40215,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Toronto Public Library,False,14,3.0,Libraries,+14163937746,185.7544960075485,43.65792,-79.39834,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,631.4837358370551,43.66221,-79.39407,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
University of Toronto Mathematical Science Library,False,2,3.5,Libraries,+14169788624,311.69255172683177,43.6597099,-79.39711,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Freshii,False,13,3.0,Vegetarian,+16477481800,682.0637228671488,43.65625,-79.38818,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Vege Delight,False,1,4.0,Vegetarian,+16473490803,851.1068333859315,43.655013,-79.3863578,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Thomas Fisher Rare Book Library,False,4,4.0,Libraries,+14169785285,828.1655684839642,43.66409,-79.39892,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
John W. Graham Library,False,2,5.0,Libraries,+14169785851,876.2768544105022,43.66501,-79.3966,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Robarts Library,False,26,3.0,Libraries,+14169788450,874.1333075186079,43.66453,-79.39913,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
University of Toronto Engineering and Computer Science Library,False,2,3.0,Libraries,+14169786494,382.0713920339702,43.66002,-79.39467,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Freshii,False,6,3.5,Salad,+16474848548,1126.782424226315,43.66464,-79.3876,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Freshii,False,11,3.0,Salad,+16476925173,1317.2085046191692,43.6482242201003,-79.3853582879312,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Sanderson Library,False,4,3.0,Libraries,+14163937653,883.7922719936496,43.6519,-79.40552,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Toronto Zine Library,False,1,4.0,Libraries,,1277.435754338635,43.6652822,-79.4073643,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Laidlaw Library,False,2,3.5,Libraries,+14169788083,709.3944819308275,43.6631839333491,-79.3958973884583,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Ross St / Cecil St - SMART
Thrive Lakeshore,False,128,4.0,Vegan,+14162527700,841.6951148185066,43.59499652800835,-79.53035284796444,"2 Orianna Drive, Toronto, ON M8W 4Y1, Canada",Lake Shore Blvd W / Thirty Ninth Street
Long Branch Library,False,1,4.0,Libraries,+14163945320,776.693058284898,43.5952399598969,-79.5313234627247,"2 Orianna Drive, Toronto, ON M8W 4Y1, Canada",Lake Shore Blvd W / Thirty Ninth Street
Alderwood Library,False,1,3.0,Libraries,+14163945310,1095.79845960567,43.6015114,-79.546538,"2 Orianna Drive, Toronto, ON M8W 4Y1, Canada",Lake Shore Blvd W / Thirty Ninth Street
Thrive Lakeshore,False,128,4.0,Vegan,+14162527700,653.3419693834113,43.59499652800835,-79.53035284796444,"3500 Lake Shore Boulevard W, Toronto, ON M8W 1N6, Canada",Lake Shore Blvd W / Twenty Fourth St
Long Branch Library,False,1,4.0,Libraries,+14163945320,718.7674050816046,43.5952399598969,-79.5313234627247,"3500 Lake Shore Boulevard W, Toronto, ON M8W 1N6, Canada",Lake Shore Blvd W / Twenty Fourth St
Mimico Centennial,False,1,4.0,Libraries,+14163945330,369.22180200803706,43.6148752880444,-79.4937829300761,"47 Station Road, Toronto, ON M8V 2R1, Canada",Windsor St / Newcastle St
Mimico Centennial,False,1,4.0,Libraries,+14163945330,385.02180655037813,43.6148752880444,-79.4937829300761,"47 Station Road, Toronto, ON M8V 2R1, Canada",Royal York Rd / Mimico Ave
Toronto Public Library,False,1,3.0,Libraries,+14163945300,799.8518160717491,43.63032,-79.49121,"200 Park Lawn Road, Toronto, ON M8Y 3J1, Canada",Berry Rd / Bell Manor Dr
Bombay On the Lake,False,46,3.5,Indian,+14168503721,784.1841666132141,43.59995,-79.50784,"110 Eleventh Street, Etobicoke, ON M8V 3G6, Canada",Humber College
Toronto Public Library,False,4,4.0,Libraries,+14163945350,590.8088796404927,43.5981865,-79.5092316,"110 Eleventh Street, Etobicoke, ON M8V 3G6, Canada",Humber College
Mimico Centennial,False,1,4.0,Libraries,+14163945330,459.31857993605263,43.6148752880444,-79.4937829300761,"47 Station Road, Toronto, ON M8V 2R1, Canada",Amos Waites Park
Bellona Kitchen,False,9,4.5,Vegetarian,+14166048777,996.7347052732588,43.65582003744772,-79.4873736,"620 Jane Street, Toronto, ON M4W 1A7, Canada",Priscilla Ave / Dundas St W
Jane Dundas Library,False,4,4.0,Libraries,+14163941014,186.95647559063383,43.66547,-79.4914299,"620 Jane Street, Toronto, ON M4W 1A7, Canada",Priscilla Ave / Dundas St W
Jane Dundas Library,False,4,4.0,Libraries,+14163941014,518.8907558733478,43.66547,-79.4914299,"620 Jane Street, Toronto, ON M4W 1A7, Canada",Durie St / Dundas St W
Jane Dundas Library,False,4,4.0,Libraries,+14163941014,576.3975994465054,43.66547,-79.4914299,"620 Jane Street, Toronto, ON M4W 1A7, Canada",St Clair Ave W / Castleton Ave
Toronto Public Library - Weston,False,2,4.0,Libraries,+14163941016,328.01319245420615,43.70165759773085,-79.52068469814759,"2 King Street, Toronto, ON M9N 1K9, Canada",Weston Lions Park
Bellona Kitchen,False,9,4.5,Vegetarian,+14166048777,306.3983259954192,43.65582003744772,-79.4873736,"620 Jane Street, Toronto, ON M4W 1A7, Canada",Annette St / Jane St
Jane Dundas Library,False,4,4.0,Libraries,+14163941014,844.9811086211946,43.66547,-79.4914299,"620 Jane Street, Toronto, ON M4W 1A7, Canada",Annette St / Jane St
The Goods,False,53,4.0,Vegetarian,+16473404663,1220.9370650701999,43.6465869013913,-79.4490116419379,"228 Roncesvalles Ave, Toronto, ON M6R 2L7, Canada",Jameson Ave / Queen St W
Toronto Public Library,False,8,3.5,Libraries,+14163937686,397.68200997996433,43.64114,-79.43261,"228 Roncesvalles Ave, Toronto, ON M6R 2L7, Canada",Jameson Ave / Queen St W
High Park Public Library,False,7,3.5,Libraries,+14163937671,1125.3022673572405,43.64514,-79.44892,"228 Roncesvalles Ave, Toronto, ON M6R 2L7, Canada",Jameson Ave / Queen St W
KaSpace Cafe,False,9,5.0,Vegetarian,+16476579600,806.5905339383227,43.66263,-79.3319,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Carlaw Ave / Dundas St E
Toronto Public Library - Riverdale,False,4,4.0,Libraries,+14163937720,940.3047379095257,43.66581,-79.35314,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Carlaw Ave / Dundas St E
Jones Library,False,4,2.5,Libraries,+14163937715,570.61554315898,43.66595,-79.3345,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Carlaw Ave / Dundas St E
Queen/Saulter Public Library,False,6,3.5,Libraries,+14163937723,824.6164013492369,43.65919,-79.34754,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Carlaw Ave / Dundas St E
Fort York Library,False,19,3.5,Libraries,+14163936240,1072.3764123418198,43.639006706232,-79.4000751059053,"85 Hanna Ave, Suite 104A, Toronto, ON M6K 3S3, Canada",Toronto Inukshuk Park
Freshii,False,11,3.5,Salad,+14165160100,1179.316745686662,43.640015,-79.419981,"85 Hanna Ave, Suite 104A, Toronto, ON M6K 3S3, Canada",Toronto Inukshuk Park
S. Walter Stewart Library,False,6,4.5,Libraries,+14163963975,160.81895698220205,43.69214,-79.3296699,"170 Memorial Park Ave, Toronto, ON M4J 2K5, Canada",Cosburn Ave / Durant Ave
Runnymede Public Library,False,9,3.5,Libraries,+14163937697,941.9806138096609,43.6519,-79.47387,"95 Lavinia Avenue, Toronto, ON M6S 3H9, Canada",Swansea Community Centre
Swansea Memorial Public Library,False,4,2.5,Libraries,+14163937695,432.8557715446478,43.64765,-79.47784,"95 Lavinia Avenue, Toronto, ON M6S 3H9, Canada",Swansea Community Centre
Buddha's Vegan,False,148,4.5,Vegetarian,+14166033811,816.4781744568402,43.65203,-79.40337,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Three Monks and a Duck,False,83,4.0,Vegetarian,+14169019588,800.8866896159151,43.64605,-79.40897,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
King's Café,False,143,4.0,Vegetarian,+14165911340,938.0293755679147,43.65421,-79.4021099,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Greens Vegetarian Restaurant,False,121,4.0,Vegan,+14166033337,878.3814232154921,43.65206,-79.40267,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Hungary-Thai,False,116,3.0,Thai,+14165956405,943.6498922562922,43.65429,-79.40215,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Gia,False,21,4.0,Vegetarian,+14165358888,843.7601400192721,43.6494933838893,-79.42318055703706,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
College Shaw Branch Public Library,False,6,4.0,Libraries,+14163937668,608.9920215252267,43.6552,-79.42012,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Sorry I’ve Got Plants,False,2,4.5,Vegetarian,,751.3735188086689,43.64916,-79.42168,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Sanderson Library,False,4,3.0,Libraries,+14163937653,657.0276854475208,43.6519,-79.40552,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Freshii,False,10,2.5,Vegetarian,+16473493891,1234.3281186519862,43.6443727930146,-79.403019323945,"700 King St W, Toronto, ON M5V 2Y6, Canada",Bellwoods Ave / Treford Pl - SMART
Queen/Saulter Public Library,False,6,3.5,Libraries,+14163937723,699.5030698521916,43.65919,-79.34754,"351 King St E, Toronto, ON M5A 1L1, Canada",Bayview Ave / Lawren Harris Square
Freshii,False,6,2.0,Salad,+16474848550,943.9517367608235,43.6512261292511,-79.3645856156945,"351 King St E, Toronto, ON M5A 1L1, Canada",Bayview Ave / Lawren Harris Square
Freshii,False,4,3.0,Fast Food,+14373175639,864.7816032438383,43.6230352002461,-79.4815190668547,"200 Park Lawn Road, Toronto, ON M8Y 3J1, Canada",The Queensway / High St
Toronto Public Library,False,1,3.0,Libraries,+14163945300,713.6361471102196,43.63032,-79.49121,"200 Park Lawn Road, Toronto, ON M8Y 3J1, Canada",The Queensway / High St
Perth-Dupont Branch Public Library,False,3,3.5,Libraries,+14163937677,601.7981402537214,43.66504,-79.45384,"1625 Dufferin Street, Toronto, ON M6H 3L9, Canada",Symington Ave / Davenport Rd
St. Clair/Silverthorn Branch Public Library,False,2,3.5,Libraries,+14163937709,736.8274704162333,43.67434,-79.46063,"1625 Dufferin Street, Toronto, ON M6H 3L9, Canada",Symington Ave / Davenport Rd
Dufferin St Clair W Public Library,False,3,4.0,Libraries,+14163937712,1138.1948641634374,43.677,-79.4423599,"1625 Dufferin Street, Toronto, ON M6H 3L9, Canada",Symington Ave / Davenport Rd
Queen/Saulter Public Library,False,6,3.5,Libraries,+14163937723,812.880391248671,43.65919,-79.34754,"351 King St E, Toronto, ON M5A 1L1, Canada",Front St E / Bayview Avenue
Freshii,False,6,2.0,Salad,+16474848550,883.152180809064,43.6512261292511,-79.3645856156945,"351 King St E, Toronto, ON M5A 1L1, Canada",Front St E / Bayview Avenue
Toronto Public Library - Riverdale,False,4,4.0,Libraries,+14163937720,806.7424504301426,43.66581,-79.35314,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",Oak St / Sumach St
Toronto Public Library - Parliament Street Branch,False,6,2.0,Libraries,+14163937663,520.1852369150453,43.66183,-79.36791,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",Oak St / Sumach St
Freshii,False,6,2.0,Salad,+16474848550,171.76363357530812,43.6512261292511,-79.3645856156945,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",The Esplanade / Hahn Pl
Freshii,False,25,2.0,Vegetarian,+16473445017,850.6052828555036,43.65009911988288,-79.37474237242134,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",The Esplanade / Hahn Pl
Toronto Public Library - St. James Town Branch,False,3,4.0,Libraries,+14163937744,152.85396126073536,43.66789,-79.37469,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Mad Radish,False,9,4.5,Salad,+14167920700,957.3045200577536,43.671059257513704,-79.38384186503123,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Freshii,False,7,4.0,Salad,+14169773197,915.330142775185,43.65958,-79.38102,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Freshii,False,41,3.0,Vegetarian,+16474977590,972.0555472247145,43.66099,-79.38385,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Punjabi Chaap Corner,False,5,4.0,Vegetarian,+14165983787,1218.1437710985665,43.65756405198712,-79.38373638423317,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Freshii,False,5,3.0,Vegetarian,+16473507797,520.5833968000167,43.66553,-79.38049,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Ryerson University Student Learning Centre,False,4,3.5,Libraries,+14169795000,1094.7956726716877,43.65767,-79.3811,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Vegholic,False,1,3.0,Vegetarian,+14163400015,1044.2810604581464,43.6587182,-79.382272,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Toronto Public Library - Parliament Street Branch,False,6,2.0,Libraries,+14163937663,685.4361848846207,43.66183,-79.36791,"269 Gerrard Street East, Toronto, ON M5A 2G1, Canada",439 Sherbourne St
Tabule Restaurant,False,290,4.0,Middle Eastern,+14164833747,57.77438594177923,43.700983,-79.396863,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Glebe Rd W / Yonge St
Toronto Public Library - Northern District Branch,False,9,3.5,Libraries,+14163937610,865.4606124067263,43.708271,-79.4000168,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Glebe Rd W / Yonge St
Toronto Public Library - Mount Pleasant,False,3,2.0,Libraries,+14163937737,834.3127997971898,43.70396,-79.388,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Glebe Rd W / Yonge St
Tabule Restaurant,False,290,4.0,Middle Eastern,+14164833747,236.06394642163914,43.700983,-79.396863,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Hillsdale Ave W / Yonge St
Toronto Public Library - Northern District Branch,False,9,3.5,Libraries,+14163937610,598.6661019749607,43.708271,-79.4000168,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Hillsdale Ave W / Yonge St
Freshii,False,3,4.0,Salad,+16477944595,840.4713980640528,43.710488,-79.398951,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Hillsdale Ave W / Yonge St
Toronto Public Library - Mount Pleasant,False,3,2.0,Libraries,+14163937737,798.4419070576943,43.70396,-79.388,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Hillsdale Ave W / Yonge St
Deer Park Public Library,False,6,3.0,Libraries,+14163937657,23.877008673842354,43.68866,-79.39245,"1560 Yonge St, Toronto, ON M4T 2S9, Canada",Alvin Ave / St Clair Ave E
Freshii,False,26,2.5,Vegetarian,+14169442300,211.8981897791918,43.68969,-79.39513,"1560 Yonge St, Toronto, ON M4T 2S9, Canada",Alvin Ave / St Clair Ave E
Berries & Blooms,False,22,2.5,Delis,+14166630030,545.751174870051,43.7744811807447,-79.5015973483711,"4700 Keele Street, Toronto, ON M3J 1P3, Canada",The Pond Rd / Sentinel Rd
freshii,False,2,3.5,Salad,+14167362100,527.4299229253536,43.7742684697182,-79.5039428025484,"4700 Keele Street, Toronto, ON M3J 1P3, Canada",The Pond Rd / Sentinel Rd
Toronto Public Library,False,4,3.5,Libraries,+14163955980,762.507414262596,43.7588233947754,-79.5072631835938,"1785 Finch Avenue  W, Toronto, ON M3N, Canada",Sentinel Rd / Finch Corridor Trail
York Woods Library Theatre,False,1,4.0,Libraries,+14163955980,745.4014824957369,43.7589684,-79.5073166,"1785 Finch Avenue  W, Toronto, ON M3N, Canada",Sentinel Rd / Finch Corridor Trail
Freshii,False,6,2.5,Salad,+12893171260,1106.2586549616842,43.785110756658,-79.4777560913968,"C2-2215 Steeles Ave W, Unit C2, Toronto, ON M3J 3N2, Canada",G Ross Lord Park
Toronto Public Library - Northern District Branch,False,9,3.5,Libraries,+14163937610,808.5945571901827,43.708271,-79.4000168,"700 Eglinton Avenue W, Toronto, ON M5N 1B9, Canada",Elwood Blvd / Avenue Rd
Freshii,False,3,4.0,Salad,+16477944595,941.8908920739987,43.710488,-79.398951,"700 Eglinton Avenue W, Toronto, ON M5N 1B9, Canada",Elwood Blvd / Avenue Rd
Toronto Public Library - Forest Hill Library,False,5,3.0,Libraries,+14163937706,1035.4173146065807,43.7022806733443,-79.4207239151001,"700 Eglinton Avenue W, Toronto, ON M5N 1B9, Canada",Elwood Blvd / Avenue Rd
Toronto Public Library - Leaside,False,4,4.5,Libraries,+14163963835,1062.5768137166126,43.706322054673,-79.3677358701825,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Roehampton Ave / Bayview Ave
Toronto Public Library - Mount Pleasant,False,3,2.0,Libraries,+14163937737,1151.954591585648,43.70396,-79.388,"599 Mount Pleasant Road, Toronto, ON M4S 2M5, Canada",Roehampton Ave / Bayview Ave
Freshii,False,1,1.0,Salad,+14164400009,228.99398263331423,43.73099,-79.40334,"3083 Yonge Street, Toronto, ON M4N 2K7, Canada",Teddington Park Ave
Toronto Public Library,False,6,3.0,Libraries,+14163937730,924.4696833109114,43.724805553893134,-79.40187412219987,"3083 Yonge Street, Toronto, ON M4N 2K7, Canada",Teddington Park Ave
Saigon Lotus,False,221,4.5,Vietnamese,+14169011115,659.949127416794,43.65449,-79.39928,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Buddha's Vegan,False,148,4.5,Vegetarian,+14166033811,1019.2308543700528,43.65203,-79.40337,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
King's Café,False,143,4.0,Vegetarian,+14165911340,749.9512061883975,43.65421,-79.4021099,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Greens Vegetarian Restaurant,False,121,4.0,Vegan,+14166033337,981.2601112560553,43.65206,-79.40267,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,404.3806321919824,43.66221,-79.39407,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Hungary-Thai,False,116,3.0,Thai,+14165956405,737.2400910563281,43.65429,-79.40215,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Toronto Public Library,False,14,3.0,Libraries,+14163937746,257.3540558403093,43.65792,-79.39834,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
EJ Pratt Libary,False,7,4.5,Libraries,+14165854470,897.6383591186265,43.6666730790851,-79.3912459850874,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
University of Toronto Mathematical Science Library,False,2,3.5,Libraries,+14169788624,94.91003819317882,43.6597099,-79.39711,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Fennel Eatery,False,11,4.0,Vegan,+14169228125,854.1666900725193,43.6669399,-79.40321,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Thomas Fisher Rare Book Library,False,4,4.0,Libraries,+14169785285,429.13533954181736,43.66409,-79.39892,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
John W. Graham Library,False,2,5.0,Libraries,+14169785851,506.86941275232823,43.66501,-79.3966,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Robarts Library,False,26,3.0,Libraries,+14169788450,474.0891880556162,43.66453,-79.39913,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
University of Toronto Engineering and Computer Science Library,False,2,3.0,Libraries,+14169786494,260.23939466556317,43.66002,-79.39467,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Laidlaw Library,False,2,3.5,Libraries,+14169788083,366.9516053129769,43.6631839333491,-79.3958973884583,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Vege Delight,False,1,4.0,Vegetarian,+16473490803,1106.4502865135853,43.655013,-79.3863578,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Freshii,False,13,3.0,Vegetarian,+16477481800,907.5252009803528,43.65625,-79.38818,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Freshii,False,6,3.5,Salad,+16474848548,968.7238296172977,43.66464,-79.3876,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
Freshii,False,10,2.0,Salad,+16477936309,950.111971808859,43.66637,-79.40636,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
OISE Library,False,2,3.5,Libraries,+14169781850,861.4602602925128,43.6680150988103,-79.3984776493066,"252 Bloor Street W, Toronto, ON M5S 1V6, Canada",Ursula Franklin St / Huron St - SMART
S. Walter Stewart Library,False,6,4.5,Libraries,+14163963975,1183.1417612499315,43.69214,-79.3296699,"170 Memorial Park Ave, Toronto, ON M4J 2K5, Canada",Woodbine Ave / O'Connor Dr
Dawes Road Library,False,3,3.0,Libraries,+14163963820,522.3045144715186,43.7013196114812,-79.2970432341099,"416 Dawes Road, Toronto, ON M4B 2E8, Canada",Dawes Rd / Taylor Creek Trl
Udupi Palace,False,208,3.5,Indian,+14164058189,705.3097402835372,43.67204466074639,-79.32241952883663,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Fairmount Park
Bombay Chowpatty,False,59,3.0,Indian,+14164058080,826.9858298466171,43.6719822552022,-79.3243740554445,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Fairmount Park
The Social Gardener,False,5,3.5,Vegan,+14164656021,914.3435467310421,43.6716439,-79.3253848,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Fairmount Park
Danforth/Coxwell Library,False,4,3.5,Libraries,+14163937131,882.5830623344877,43.6836399,-79.32131,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Fairmount Park
Gerrard/Ashdale Library,False,4,3.5,Libraries,+14163937717,663.6030834646658,43.6724815,-79.3220825,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Fairmount Park
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,328.0958870146795,43.65082,-79.3878,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,288.15394007651594,43.6485583,-79.3817111,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Copper Branch,False,39,3.5,Vegan,+14167922982,441.00339198604644,43.64823,-79.37952,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,429.8876583237779,43.6471768,-79.3815764,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,98.39979995355947,43.64999,-79.383189,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,365.0443982897888,43.6475179450612,-79.3844664886699,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Kupfert & Kim,False,34,3.5,Vegan,+14166011333,604.0237798960444,43.6464176062663,-79.3790951381131,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,11,3.0,Salad,+16476925173,312.7871718201739,43.6482242201003,-79.3853582879312,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
City Hall Public Library,False,6,3.5,Libraries,+14163937650,289.7029180741289,43.65334661098505,-79.38382620000098,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,919.1768960591311,43.64454,-79.39136,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,6,2.5,Vegetarian,+14167928418,111.29563027313408,43.6515826514359,-79.3828758178581,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,7,4.0,Salad,+14169773197,994.3659290807619,43.65958,-79.38102,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Punjabi Chaap Corner,False,5,4.0,Vegetarian,+14165983787,758.2887615337194,43.65756405198712,-79.38373638423317,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,372.5524956079093,43.6474075,-79.3840397,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,25,2.5,Vegetarian,+14165984441,456.30441741732847,43.65367,-79.38007,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Vege Delight,False,1,4.0,Vegetarian,+16473490803,528.5454346843795,43.655013,-79.3863578,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,2,3.5,Salad,+16473465505,364.8887507008157,43.64935,-79.379528,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Freshii,False,7,2.0,Salad,+14162140259,285.4198997037573,43.64816,-79.38345,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
Fit For Life,False,10,2.5,Breakfast & Brunch,+14163632971,441.00339198604644,43.64823,-79.37952,"121 King St W, Toronto, ON M5H 3X7, Canada",Richmond St W / York St
