name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Banger Films,645,Arts & Entertainment,43.653609,-79.445245,,,,"128A Sterling Rd, Toronto ON M6R 2B7",(416) 850-6580,,,Lansdowne Subway Station
Hunny,867,Vegan and Vegetarian Restaurant,43.660726,-79.432359,,,,"1056 Bloor St W, Toronto ON M6H 1M3",(416) 901-9779,,Wed-Thu 17:00-23:00,Lansdowne Subway Station
Naturlandia - House of Culture,913,Vegan and Vegetarian Restaurant,43.654004,-79.452134,,,,"2237 Dundas St W, Toronto ON M6R 1X6",(416) 477-5642,,Mon-Fri 10:00-19:00; Sat 10:30-15:30,Lansdowne Subway Station
Sorry I've Got Plants,961,Vegan and Vegetarian Restaurant,43.653123,-79.451899,,,,"476 Roncesvalles Ave, Toronto ON M6R 2N5",(647) 636-5223,,Open Daily 11:00-18:00,Lansdowne Subway Station
Guildwood Library,818,Library,43.746866,-79.199688,,,,"123 Guildwood Pky, Scarborough ON M1E 4V2",(416) 396-8872,,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Kingston Rd / Scarborough Golf Club Rd
Toronto Public Library - Guildwood,816,Library,43.74697,-79.199798,,,,"123 Guildwood Pky, Toronto ON",(416) 265-5000,,,Kingston Rd / Scarborough Golf Club Rd
Fresh Kitchen + Juice Bar Front,440,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Wellington St W / Bay St
Rosalinda,539,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Wellington St W / Bay St
Kupfert & Kim,200,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Wellington St W / Bay St
Kupfert & Kim,110,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Wellington St W / Bay St
Planta Queen,763,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Wellington St W / Bay St
Kupfert & Kim,689,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Wellington St W / Bay St
PLANTA Burger Financial District,411,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Wellington St W / Bay St
Toronto Public Library,657,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Wellington St W / Bay St
Copper Branch,101,Vegan and Vegetarian Restaurant,43.64812,-79.379525,,,,"199 Bay St Store, Toronto ON M5L 1E2",(416) 792-2982,,Mon-Fri 11:00-15:00,Wellington St W / Bay St
Freshii,519,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Wellington St W / Bay St
Jinglepear Deli,38,Deli,43.670782,-79.327712,,,,"245 Greenwood Ave, Toronto ON M4L 2R4",(647) 333-8346,,Mon-Sat 8:00-16:00,Greenwood Ave / Gerrard St E
The Social Gardener,207,Coffee Shop,43.67168,-79.325375,,,,"1326 Gerrard St E (btwn Glenside and Highfield), Toronto ON M4L 1Z1",(416) 465-6021,"Great space! I only used the café, but they've got a lot more going on.",Mon-Fri 8:30-17:30; Sat 11:00-17:30,Greenwood Ave / Gerrard St E
Toronto Public Library,522,Library,43.672422,-79.322078,,,,"1432 Gerrard St E (at Ashdale Ave.), Toronto ON M4L 1Z6",(416) 393-7717,Books and computers. What else?,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Greenwood Ave / Gerrard St E
Toronto Public Library,709,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Greenwood Ave / Gerrard St E
Toronto PBLC Lbry-Gerrard Ashdale,500,Library,43.672461,-79.322318,,,,"1432 Gerrard St E, Toronto ON M4L 1Z6",(416) 393-7717,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Greenwood Ave / Gerrard St E
Rosalinda,488,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Simcoe St / Wellington St W South
Fresh Kitchen + Juice Bar Front,904,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Simcoe St / Wellington St W South
Kupfert & Kim,424,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Simcoe St / Wellington St W South
Fresh on Spadina,889,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,Simcoe St / Wellington St W South
Kupfert & Kim - Spadina,895,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,Simcoe St / Wellington St W South
Planta Queen,575,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Simcoe St / Wellington St W South
Kupfert & Kim,502,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Simcoe St / Wellington St W South
Kupfert & Kim,779,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Simcoe St / Wellington St W South
Toronto Public Library,771,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Simcoe St / Wellington St W South
PLANTA Burger Financial District,745,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Simcoe St / Wellington St W South
Fresh Kitchen + Juice Bar Front,461,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,George St / King St E
Kupfert & Kim,918,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,George St / King St E
Kupfert & Kim,848,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,George St / King St E
PLANTA Burger Financial District,691,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,George St / King St E
Freshii,339,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,George St / King St E
Toronto Public Library - St. Lawrence Branch,215,Library,43.649943,-79.368316,5.7,13.0,,"171 Front St E, Toronto ON M5A 4H3",(416) 393-7655,There’s a big silver drop-off box on Front St. which will save you valuable seconds if you are returning something.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,George St / King St E
ABS-CBN Canada - ULC,416,Library,43.653589,-79.366791,,,,"411 Richmond St E, Toronto ON M5A 3S5",(800) 345-2465,,,George St / King St E
Freshii,808,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,George St / King St E
London on the Esplanade Library,581,Library,43.647012,-79.374675,,,,"38 the Esplanade (in London On The Esplanade), Toronto ON M5E 1A5",,Good place to study. Long table.,,George St / King St E
Planta Burger,695,Burgers,43.651177,-79.37917,,,,"10 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I only had a spicy cocktail & the cauliflower tots but I was impressed. Would definitely come back to try other dishes,Mon-Sat 11:30-19:30,George St / King St E
Fresh on Crawford,544,Vegan and Vegetarian Restaurant,43.645098,-79.414943,8.3,251.0,Follow us on Twitter at: @FreshOnCrawford,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,Terrible takeout. They got the order wrong and gave me nearly all rice. Never picked up the phone when I called — put on hold for nearly 20 minutes and still no one came on the line. Over rated.,Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Dundas St W / Crawford St
YamChops,615,Soup Spot,43.655089,-79.418037,8.4,29.0,,"705 College St, Toronto ON M6G 1C2",(416) 645-0117,Imitation proteins are pretty good. Lots of options and does food-to-go,Mon-Sat 11:00-19:00; Sun 11:00-17:00,Dundas St W / Crawford St
The Goods,571,Vegan and Vegetarian Restaurant,43.64925,-79.424209,8.1,22.0,,"1255 Dundas St W (Dovercourt), Toronto ON M6J 1X6",(647) 340-4663,A fantastic spot for a healthy take-out meal. Get the spicy chocolate shake and the Green Goddess bowl. They also cater office lunches.,Mon-Fri 8:00-20:00; Sat-Sun 11:00-18:00,Dundas St W / Crawford St
Gia,493,Vegan and Vegetarian Restaurant,43.649508,-79.422988,7.8,9.0,,"1214 Dundas St W, Toronto ON M6J 1X5",(416) 535-8888,"The tiramisu is tasty, but it's not tiramisu. It's coconut pie in disguise.",Mon-Sat 18:00-22:00,Dundas St W / Crawford St
Hello 123,891,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",Dundas St W / Crawford St
Aesop,537,Hair Salon,43.645295,-79.414554,7.4,16.0,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home...","880 Queen St W, Toronto ON M6J 1G3",(416) 532-9623,"Expensive? Yes. Worth it? Hell yes. Just don't eat for the next month. I kid, but really.",Open Daily 11:00-19:00,Dundas St W / Crawford St
E.L. Ruddy,875,Vegan and Vegetarian Restaurant,43.649386,-79.427737,7.4,22.0,,"1371 Dundas St W (Beaconsfield), Toronto ON M6J 1Y3",(647) 351-0423,The budget is forgettable.,Open Daily 00:00-2:00,Dundas St W / Crawford St
Toronto Public Library,939,Library,43.652073,-79.405493,6.8,9.0,,"327 Bathurst St (at Dundas St.), Toronto ON M5T 1J1",(416) 393-7653,It was my first time visiting public library.. It is so amazing .. You can see all levels of people there .. I enjoyed my time.,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Dundas St W / Crawford St
Fat Choi,434,Vegan and Vegetarian Restaurant,43.646367,-79.419868,,,,"94 Ossington Ave, Toronto ON M6J 2Z4",(416) 901-7667,,Mon 17:00-21:30; Tue-Wed 17:00-22:00; Thu-Fri 17:00-23:00; Sat 17:00-21:00; Sun 17:00-21:30,Dundas St W / Crawford St
Tsuchi Cafe,614,Café,43.655442,-79.417813,,,,"688 College St, Toronto ON M6G 1C1",(416) 532-4748,"High-end, vegan Japanese goodness. “Beef” udon curry soup was excellent. Katsu sandos look great.",Tue-Thu 9:00-19:00; Fri-Sun 9:00-21:00,Dundas St W / Crawford St
Fresh on Crawford,350,Vegan and Vegetarian Restaurant,43.645098,-79.414943,8.3,251.0,Follow us on Twitter at: @FreshOnCrawford,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,Terrible takeout. They got the order wrong and gave me nearly all rice. Never picked up the phone when I called — put on hold for nearly 20 minutes and still no one came on the line. Over rated.,Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Ossington Ave / Bruce St
Hello 123,432,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",Ossington Ave / Bruce St
The Goods,546,Vegan and Vegetarian Restaurant,43.64925,-79.424209,8.1,22.0,,"1255 Dundas St W (Dovercourt), Toronto ON M6J 1X6",(647) 340-4663,A fantastic spot for a healthy take-out meal. Get the spicy chocolate shake and the Green Goddess bowl. They also cater office lunches.,Mon-Fri 8:00-20:00; Sat-Sun 11:00-18:00,Ossington Ave / Bruce St
Gia,516,Vegan and Vegetarian Restaurant,43.649508,-79.422988,7.8,9.0,,"1214 Dundas St W, Toronto ON M6J 1X5",(416) 535-8888,"The tiramisu is tasty, but it's not tiramisu. It's coconut pie in disguise.",Mon-Sat 18:00-22:00,Ossington Ave / Bruce St
Aesop,388,Hair Salon,43.645295,-79.414554,7.4,16.0,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home...","880 Queen St W, Toronto ON M6J 1G3",(416) 532-9623,"Expensive? Yes. Worth it? Hell yes. Just don't eat for the next month. I kid, but really.",Open Daily 11:00-19:00,Ossington Ave / Bruce St
E.L. Ruddy,804,Vegan and Vegetarian Restaurant,43.649386,-79.427737,7.4,22.0,,"1371 Dundas St W (Beaconsfield), Toronto ON M6J 1Y3",(647) 351-0423,The budget is forgettable.,Open Daily 00:00-2:00,Ossington Ave / Bruce St
Fat Choi,88,Vegan and Vegetarian Restaurant,43.646367,-79.419868,,,,"94 Ossington Ave, Toronto ON M6J 2Z4",(416) 901-7667,,Mon 17:00-21:30; Tue-Wed 17:00-22:00; Thu-Fri 17:00-23:00; Sat 17:00-21:00; Sun 17:00-21:30,Ossington Ave / Bruce St
Toronto Public Library - Toronto Reference Library,236,Library,43.671847,-79.386762,9.0,378.0,Main intersection: Bloor and Yonge,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",(416) 395-5577,"This is Toronto Public Library’s main location. Lots of seating, a Balzac’s location on the main floor but heads up: it’s a reference library, so none of the books here can be checked out.",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Bloor St W / Balmuto St
Planta,128,Vegan and Vegetarian Restaurant,43.670196,-79.389399,8.1,133.0,,"1221 Bay St, Toronto ON M5R 3P5",(647) 348-7000,Amazing experience! Loved every bite of my food.,Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Bloor St W / Balmuto St
Freshii,200,Salad,43.670652,-79.39008,7.3,19.0,,"1250 Bay St (at Cumberland), Toronto ON M5S 2B4",(416) 921-2300,Chicken Pangoa bowls are my favourite! Very nice combination of flavours. Similar to ingredients found in Mexican dishes,Mon-Fri 11:00-21:00; Sat-Sun 11:00-20:00,Bloor St W / Balmuto St
Freshii,225,Vegan and Vegetarian Restaurant,43.670301,-79.385284,6.1,65.0,,"53 Bloor St E (at Yonge St.), Toronto ON M4W 1A9",(416) 925-5617,You can't tap to pay. i.e. Eat somewhere else.,Mon-Fri 10:30-20:00,Bloor St W / Balmuto St
Calii Love,160,Hawaiian,43.670796,-79.389635,5.8,25.0,"With Calii Love’s motto as Eat Good, Love Life, represents our commitment to inspire healthier communities and a positive lifestyle. Our goal is to provide e...","1235 Bay St (Cumberland), Toronto ON M5R 3K4",(647) 343-5683,If u look toward acai bowl they have a good one.,Mon-Fri 9:00-20:00; Sat-Sun 10:00-18:00,Bloor St W / Balmuto St
Toronto Public Library Yorkville,231,Library,43.67198,-79.388795,,,,"22 Yorkville Ave (Yonge St.), Toronto ON M4W 1L4",(416) 393-7660,,,Bloor St W / Balmuto St
Toronto Public Library,249,Library,43.67198,-79.388795,,,,"22 Yorkville Ave, Toronto ON M4W 1L4",(416) 393-7660,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Bloor St W / Balmuto St
Toronto Reference Library,263,Library,43.671867,-79.38672,,,,"789 Yonge St, Toronto ON M4W 2G8",(416) 395-5577,,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Bloor St W / Balmuto St
Kupfert & Kim,266,Vegan and Vegetarian Restaurant,43.669722,-79.391288,,,,"100 Bloor St W (Entrance on Critchley Lane), Toronto ON M5S 3L3",(416) 925-1222,,Mon-Sat 10:00-21:00; Sun 10:00-16:00,Bloor St W / Balmuto St
Avelo,337,Vegan and Vegetarian Restaurant,43.66706,-79.386187,,,,"51 St Nicholas St, Toronto ON M4Y 1W6",(647) 643-3132,None of us enjoyed any of the dishes.  The drinks and service were fine but something was very wrong with the coconut oil (which was used in every dish).  We also left hungry after having spent $500.,Tue-Sat 17:00-23:59,Bloor St W / Balmuto St
Toronto Public Library,662,Library,43.667774,-79.374796,6.5,12.0,,"495 Sherbourne St (Wellesley Ave), Toronto ON M4X 1K7",(416) 393-7744,very limited number of free museum tickets. otherwise civilized facilities invaded by mentals,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Parliament St / Aberdeen Ave
Pho Some Restaurant,67,Vegan and Vegetarian Restaurant,43.664598,-79.368259,,,,"482 Parliament St, Toronto ON M4X 1P2",(416) 551-6395,,,Parliament St / Aberdeen Ave
Revelstoke Kitchen & Cafe,267,Vegan and Vegetarian Restaurant,43.663411,-79.370689,,,,"195 Carlton St (Ontario Street), Toronto ON M5A 2K7",(647) 368-8335,They've finally acquired a liquor license,Mon-Thu 10:00-21:00; Fri-Sat 10:00-22:00; Sun 10:00-19:00,Parliament St / Aberdeen Ave
Parliament Library,370,Library,43.661882,-79.367781,,,,"269 Gerrard St E (at Parliament St), Toronto ON M5A 2G3",(416) 393-7663,,,Parliament St / Aberdeen Ave
Toronto Public Library,835,Library,43.661868,-79.367966,,,,"269 Gerrard St E, Toronto ON M5A 2G3",(416) 393-7663,,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Parliament St / Aberdeen Ave
Soy Boys,937,Ice Cream,43.664583,-79.380088,,,,"471 Church St, Toronto ON M4Y 2C5",,,Mon-Fri 00:00-3:00; Sat-Sun 00:00-4:00,Parliament St / Aberdeen Ave
Lalibela Cuisine,272,Ethiopian,43.681704,-79.331964,7.3,16.0,,"1202 Danforth Ave, Toronto ON M4J 1M6",(416) 645-0486,"I usually go to the Lalibela at bloor and ossignton, but this one is also incredible! Amazing Ethiopian food and fair prices",Open Daily 00:00-23:59,Chatham Ave / Byron Ave
Toronto Public Library,831,Library,43.678608,-79.344525,7.6,14.0,,"701 Pape Ave (at Danforth Ave), Toronto ON M4K 3S6",(416) 393-7727,After you load money in your library card you can take printout,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Chatham Ave / Byron Ave
Green Earth Vegetarin Cuisine in Toronto,569,Vegan and Vegetarian Restaurant,43.679782,-79.341483,,,,"804 Danforth Ave, Toronto ON M4J 1L6",(416) 778-9199,Not licensed to serve alcohol.,Mon-Fri 10:00-19:00; Sat-Sun 9:00-18:00,Chatham Ave / Byron Ave
La Vegan,715,Ethiopian,43.683057,-79.326424,,,,"1450 Danforth Ave (Monarch Park Ave), Toronto ON M4J 1N4",(416) 546-8723,The mushroom tibs are awesome.,Mon 16:00-23:59; Wed-Fri 16:00-23:59; Sat-Sun 11:00-23:59,Chatham Ave / Byron Ave
Ital Vital Rastarant West Indian Vegan,885,Vegan and Vegetarian Restaurant,43.717133,-79.29375,7.9,11.0,,"741 Pharmacy Ave, Toronto ON M1L 3J4",(647) 428-7432,"Delicious, nutritious and filling!",Mon-Fri 11:00-21:00; Sat 18:00-23:59; Sun 12:00-21:00,Wakunda Pl / O'Connor Dr
The Veggie Thali,479,Indian,43.719359,-79.301076,,,,"1410 Victoria Park Ave, Toronto ON M4A 2L8",(416) 285-8344,Some of the best thali I've had in the city - and the takeout container is awesome (a one piece container with separate pockets for each item - perfect for thali)!,Mon-Fri 9:00-17:00,Wakunda Pl / O'Connor Dr
Truly India,881,Indian,43.70854,-79.310185,,,,"979 O'Connor Dr (O'Connor Dr & St. Clair Ave), Toronto ON M4B 2T1",(647) 872-9979,,Mon-Thu 11:00-20:30; Fri-Sat 11:00-21:30; Sun 12:00-20:00,Wakunda Pl / O'Connor Dr
Toronto Public Library,933,Library,43.723361,-79.299319,,,,"1 Eglinton Sq (at Eglinton Square Shopping Centre), Toronto ON M1L 2K1",(416) 396-8920,Really good neighborhood library and the staff are really friendly.,Mon-Wed 9:00-20:30; Thu 12:30-20:30; Fri-Sat 9:00-17:00,Wakunda Pl / O'Connor Dr
Ital Vital,889,Indian,43.717244,-79.293768,,,,"741 Pharmacy Ave, Toronto ON M1L 3J4",(416) 755-4825,,Mon-Fri 11:30-21:00; Sat-Sun 12:30-21:00,Wakunda Pl / O'Connor Dr
Scarborough Public Library,933,Library,43.723472,-79.299336,,,,"50 Eglinton Ave E, Toronto ON M4P 1A6",(416) 396-8920,,,Wakunda Pl / O'Connor Dr
Truly India,340,Indian,43.70854,-79.310185,,,,"979 O'Connor Dr (O'Connor Dr & St. Clair Ave), Toronto ON M4B 2T1",(647) 872-9979,,Mon-Thu 11:00-20:30; Fri-Sat 11:00-21:30; Sun 12:00-20:00,Tiago Ave / Westview Blvd
Truly India,631,Indian,43.70854,-79.310185,,,,"979 O'Connor Dr (O'Connor Dr & St. Clair Ave), Toronto ON M4B 2T1",(647) 872-9979,,Mon-Thu 11:00-20:30; Fri-Sat 11:00-21:30; Sun 12:00-20:00,Plaxton Dr / St Clair Ave E
Tpl - Dawes Road Br Library,632,Library,43.703243,-79.297135,,,,"383 Dawes Rd, Toronto ON M4B 2E3",(416) 396-3820,Nice place to chill and exercise the brain :),Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Plaxton Dr / St Clair Ave E
Toronto Public Library - Dawes Road,831,Library,43.701106,-79.297173,,,,"416 Dawes Rd, Toronto ON M4B 2E8",(416) 396-3820,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Plaxton Dr / St Clair Ave E
East York Library,835,Library,43.701113,-79.297081,,,,"416 Dawes Rd, Toronto ON M4B 2E8",(416) 396-3820,,,Plaxton Dr / St Clair Ave E
Ital Vital Rastarant West Indian Vegan,469,Vegan and Vegetarian Restaurant,43.717133,-79.29375,7.9,11.0,,"741 Pharmacy Ave, Toronto ON M1L 3J4",(647) 428-7432,"Delicious, nutritious and filling!",Mon-Fri 11:00-21:00; Sat 18:00-23:59; Sun 12:00-21:00,Victoria Park Ave / Edge Park Ave
The Veggie Thali,223,Indian,43.719359,-79.301076,,,,"1410 Victoria Park Ave, Toronto ON M4A 2L8",(416) 285-8344,Some of the best thali I've had in the city - and the takeout container is awesome (a one piece container with separate pockets for each item - perfect for thali)!,Mon-Fri 9:00-17:00,Victoria Park Ave / Edge Park Ave
Toronto Public Library,636,Library,43.723361,-79.299319,,,,"1 Eglinton Sq (at Eglinton Square Shopping Centre), Toronto ON M1L 2K1",(416) 396-8920,Really good neighborhood library and the staff are really friendly.,Mon-Wed 9:00-20:30; Thu 12:30-20:30; Fri-Sat 9:00-17:00,Victoria Park Ave / Edge Park Ave
Ital Vital,472,Indian,43.717244,-79.293768,,,,"741 Pharmacy Ave, Toronto ON M1L 3J4",(416) 755-4825,,Mon-Fri 11:30-21:00; Sat-Sun 12:30-21:00,Victoria Park Ave / Edge Park Ave
Scarborough Public Library,644,Library,43.723472,-79.299336,,,,"50 Eglinton Ave E, Toronto ON M4P 1A6",(416) 396-8920,,,Victoria Park Ave / Edge Park Ave
Toronto Public Library,347,Library,43.657867,-79.398376,8.3,38.0,,"239 College St (at Huron St.), Toronto ON M5T 1R5",(416) 393-7746,Real weird people here.,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Galbraith Rd / King's College Rd
